Date,Origin,Destination,Transport Mode,Quantity,Commodity
2020-08-02,Warehouse A,Market 2,Ship,34,General Commodities
2018-05-06,Warehouse B,Market 3,Ship,376,General Commodities
2020-10-25,Warehouse C,Market 1,Truck,131,General Commodities
2021-07-18,Warehouse C,Market 3,Truck,160,General Commodities
2022-07-24,Warehouse C,Market 2,Ship,44,General Commodities
2017-09-03,Warehouse A,Market 1,Ship,255,General Commodities
2021-07-18,Warehouse A,Market 2,Air,352,General Commodities
2019-02-24,Warehouse A,Market 2,Ship,139,General Commodities
2022-12-25,Warehouse B,Market 1,Ship,116,General Commodities
2019-04-14,Warehouse C,Market 3,Rail,112,General Commodities
2020-09-20,Warehouse A,Market 3,Rail,347,General Commodities
2018-04-22,Warehouse C,Market 3,Truck,252,General Commodities
2018-09-30,Warehouse A,Market 2,Truck,217,General Commodities
2017-03-12,Warehouse C,Market 1,Truck,266,General Commodities
2022-05-01,Warehouse C,Market 2,Air,198,General Commodities
2018-05-27,Warehouse A,Market 2,Air,422,General Commodities
2017-02-19,Warehouse B,Market 1,Truck,194,General Commodities
2018-01-28,Warehouse A,Market 3,Rail,86,General Commodities
2020-10-04,Warehouse B,Market 1,Truck,284,General Commodities
2022-02-20,Warehouse C,Market 2,Ship,286,General Commodities
2017-12-17,Warehouse B,Market 2,Ship,258,General Commodities
2017-12-03,Warehouse A,Market 1,Rail,487,General Commodities
2019-12-01,Warehouse C,Market 3,Rail,111,General Commodities
2021-09-19,Warehouse C,Market 2,Truck,332,General Commodities
2018-06-03,Warehouse A,Market 1,Air,339,General Commodities
2022-03-06,Warehouse C,Market 2,Air,468,General Commodities
2017-10-22,Warehouse B,Market 3,Truck,452,General Commodities
2022-04-24,Warehouse A,Market 1,Rail,430,General Commodities
2019-03-10,Warehouse A,Market 3,Rail,498,General Commodities
2018-07-01,Warehouse A,Market 3,Air,332,General Commodities
2022-10-23,Warehouse A,Market 2,Rail,41,General Commodities
2019-02-03,Warehouse A,Market 3,Truck,432,General Commodities
2022-09-25,Warehouse C,Market 3,Ship,296,General Commodities
2018-12-09,Warehouse B,Market 1,Air,38,General Commodities
2018-10-28,Warehouse A,Market 1,Rail,395,General Commodities
2017-03-19,Warehouse A,Market 3,Truck,236,General Commodities
2017-04-16,Warehouse C,Market 2,Rail,275,General Commodities
2020-02-23,Warehouse C,Market 3,Ship,20,General Commodities
2017-01-15,Warehouse B,Market 3,Ship,12,General Commodities
2017-10-15,Warehouse C,Market 3,Air,96,General Commodities
2022-07-24,Warehouse A,Market 1,Truck,119,General Commodities
2020-04-12,Warehouse A,Market 2,Truck,47,General Commodities
2020-04-12,Warehouse B,Market 1,Ship,97,General Commodities
2017-08-13,Warehouse B,Market 3,Air,329,General Commodities
2020-06-21,Warehouse C,Market 2,Rail,93,General Commodities
2018-02-04,Warehouse B,Market 2,Rail,178,General Commodities
2022-08-07,Warehouse A,Market 1,Ship,243,General Commodities
2021-03-21,Warehouse C,Market 2,Air,325,General Commodities
2019-12-29,Warehouse C,Market 3,Ship,165,General Commodities
2017-08-13,Warehouse C,Market 2,Air,235,General Commodities
2022-07-24,Warehouse C,Market 1,Ship,216,General Commodities
2019-01-06,Warehouse B,Market 2,Truck,403,General Commodities
2022-01-16,Warehouse A,Market 1,Ship,168,General Commodities
2021-03-28,Warehouse B,Market 3,Rail,249,General Commodities
2018-07-22,Warehouse A,Market 1,Rail,363,General Commodities
2021-11-07,Warehouse A,Market 2,Air,28,General Commodities
2018-05-13,Warehouse C,Market 1,Ship,27,General Commodities
2021-09-26,Warehouse C,Market 2,Rail,352,General Commodities
2020-06-28,Warehouse A,Market 3,Truck,479,General Commodities
2021-03-14,Warehouse B,Market 1,Truck,318,General Commodities
2022-11-06,Warehouse B,Market 2,Air,375,General Commodities
2017-07-09,Warehouse A,Market 3,Truck,188,General Commodities
2018-06-10,Warehouse A,Market 1,Ship,335,General Commodities
2022-11-27,Warehouse C,Market 1,Rail,245,General Commodities
2017-07-30,Warehouse B,Market 2,Truck,76,General Commodities
2020-04-26,Warehouse A,Market 1,Ship,408,General Commodities
2017-04-30,Warehouse A,Market 3,Truck,369,General Commodities
2021-05-16,Warehouse A,Market 3,Air,270,General Commodities
2017-02-05,Warehouse C,Market 1,Ship,190,General Commodities
2018-08-26,Warehouse C,Market 2,Air,325,General Commodities
2020-01-26,Warehouse C,Market 2,Ship,169,General Commodities
2019-07-21,Warehouse B,Market 3,Ship,367,General Commodities
2019-03-31,Warehouse C,Market 3,Truck,262,General Commodities
2022-01-23,Warehouse C,Market 3,Truck,201,General Commodities
2022-01-16,Warehouse B,Market 3,Truck,52,General Commodities
2021-09-26,Warehouse C,Market 3,Air,207,General Commodities
2018-11-11,Warehouse C,Market 3,Truck,303,General Commodities
2020-08-09,Warehouse A,Market 3,Ship,209,General Commodities
2021-05-16,Warehouse C,Market 2,Truck,359,General Commodities
2021-08-01,Warehouse B,Market 1,Truck,379,General Commodities
2021-02-14,Warehouse B,Market 3,Truck,448,General Commodities
2018-02-18,Warehouse A,Market 1,Truck,191,General Commodities
2022-10-16,Warehouse C,Market 3,Truck,56,General Commodities
2021-03-07,Warehouse A,Market 2,Ship,209,General Commodities
2018-06-03,Warehouse A,Market 3,Rail,483,General Commodities
2017-12-03,Warehouse B,Market 3,Air,262,General Commodities
2017-03-26,Warehouse C,Market 1,Air,454,General Commodities
2018-02-18,Warehouse A,Market 1,Ship,470,General Commodities
2020-02-16,Warehouse B,Market 2,Truck,458,General Commodities
2022-10-16,Warehouse A,Market 3,Truck,264,General Commodities
2020-08-09,Warehouse B,Market 1,Truck,466,General Commodities
2020-08-16,Warehouse C,Market 1,Ship,391,General Commodities
2017-04-16,Warehouse B,Market 3,Rail,137,General Commodities
2022-11-27,Warehouse A,Market 3,Rail,492,General Commodities
2020-10-04,Warehouse B,Market 1,Rail,117,General Commodities
2022-09-18,Warehouse A,Market 2,Ship,104,General Commodities
2020-01-12,Warehouse A,Market 1,Ship,387,General Commodities
2021-12-12,Warehouse B,Market 3,Air,185,General Commodities
2021-04-11,Warehouse A,Market 1,Rail,156,General Commodities
2021-04-25,Warehouse A,Market 1,Ship,265,General Commodities
2022-11-20,Warehouse C,Market 2,Ship,48,General Commodities
2022-01-02,Warehouse A,Market 1,Truck,251,General Commodities
2018-10-14,Warehouse C,Market 3,Ship,265,General Commodities
2021-10-10,Mine Y,Refinery 2,Armored Truck,2,Gold
2017-06-18,Mine Y,Refinery 2,Armored Truck,2,Gold
2017-04-09,Mine Y,Refinery 1,Air Transport,8,Gold
2021-01-17,Mine X,Refinery 2,Armored Truck,7,Gold
2019-10-13,Mine Y,Refinery 1,Armored Truck,4,Gold
2018-04-01,Mine Y,Refinery 1,Air Transport,9,Gold
2022-12-18,Mine X,Refinery 2,Air Transport,9,Gold
2020-03-29,Mine Y,Refinery 1,Armored Truck,5,Gold
2018-05-06,Mine X,Refinery 1,Air Transport,3,Gold
2022-06-26,Mine X,Refinery 1,Armored Truck,2,Gold
2019-01-20,Mine X,Refinery 2,Armored Truck,9,Gold
2022-05-08,Mine X,Refinery 1,Armored Truck,7,Gold
2020-12-06,Mine X,Refinery 2,Armored Truck,1,Gold
2017-06-04,Mine Y,Refinery 2,Air Transport,3,Gold
2018-02-11,Mine X,Refinery 1,Air Transport,8,Gold
2022-05-01,Mine Y,Refinery 1,Armored Truck,8,Gold
2022-01-02,Mine Y,Refinery 1,Armored Truck,8,Gold
2018-03-11,Mine X,Refinery 1,Armored Truck,3,Gold
2022-10-16,Mine X,Refinery 1,Air Transport,8,Gold
2019-06-23,Mine X,Refinery 2,Air Transport,8,Gold
2019-01-06,Mine X,Refinery 1,Armored Truck,2,Gold
2022-11-27,Mine X,Refinery 1,Air Transport,8,Gold
2022-12-25,Mine X,Refinery 2,Armored Truck,5,Gold
2019-04-21,Mine Y,Refinery 2,Armored Truck,9,Gold
2017-09-03,Mine X,Refinery 2,Armored Truck,9,Gold
2022-01-09,Mine X,Refinery 2,Air Transport,3,Gold
2018-11-18,Mine X,Refinery 2,Air Transport,8,Gold
2018-09-30,Mine Y,Refinery 2,Armored Truck,3,Gold
2018-11-11,Mine X,Refinery 1,Armored Truck,8,Gold
2017-07-09,Mine X,Refinery 1,Armored Truck,6,Gold
2020-11-15,Mine X,Refinery 1,Armored Truck,3,Gold
2018-11-25,Mine Y,Refinery 1,Armored Truck,2,Gold
2017-03-12,Mine Y,Refinery 1,Armored Truck,8,Gold
2022-04-24,Mine X,Refinery 2,Armored Truck,7,Gold
2018-12-09,Mine Y,Refinery 1,Armored Truck,3,Gold
2020-08-09,Mine X,Refinery 2,Air Transport,2,Gold
2020-10-11,Mine Y,Refinery 2,Air Transport,7,Gold
2019-08-25,Mine Y,Refinery 1,Air Transport,9,Gold
2018-07-15,Mine X,Refinery 2,Air Transport,4,Gold
2018-01-07,Mine X,Refinery 1,Armored Truck,2,Gold
2018-01-07,Mine Y,Refinery 1,Armored Truck,9,Gold
2022-02-27,Mine X,Refinery 1,Armored Truck,1,Gold
2021-01-24,Mine X,Refinery 2,Air Transport,7,Gold
2021-10-17,Mine X,Refinery 1,Armored Truck,6,Gold
2019-02-17,Mine Y,Refinery 1,Armored Truck,6,Gold
2022-01-09,Mine Y,Refinery 1,Armored Truck,3,Gold
2017-07-23,Mine Y,Refinery 1,Air Transport,4,Gold
2018-04-08,Mine Y,Refinery 2,Air Transport,1,Gold
2021-02-14,Mine Y,Refinery 1,Armored Truck,4,Gold
2017-07-09,Mine Y,Refinery 2,Armored Truck,9,Gold
2022-08-21,Mine Y,Refinery 2,Armored Truck,4,Gold
2020-01-05,Mine Y,Refinery 1,Armored Truck,3,Gold
2018-01-14,Mine Y,Refinery 1,Air Transport,9,Gold
2017-02-26,Mine Y,Refinery 1,Air Transport,1,Gold
2018-12-23,Mine X,Refinery 1,Air Transport,6,Gold
2021-01-10,Mine Y,Refinery 1,Armored Truck,6,Gold
2020-06-14,Mine Y,Refinery 1,Air Transport,2,Gold
2018-04-08,Mine X,Refinery 2,Air Transport,8,Gold
2019-01-13,Mine Y,Refinery 2,Air Transport,1,Gold
2017-03-12,Mine Y,Refinery 1,Armored Truck,7,Gold
2020-03-29,Mine X,Refinery 2,Air Transport,2,Gold
2017-12-24,Mine Y,Refinery 2,Air Transport,1,Gold
2019-11-10,Mine Y,Refinery 1,Air Transport,6,Gold
2018-10-21,Mine X,Refinery 2,Armored Truck,8,Gold
2022-01-30,Mine Y,Refinery 1,Air Transport,8,Gold
2018-10-07,Mine Y,Refinery 2,Air Transport,1,Gold
2017-06-11,Mine X,Refinery 2,Air Transport,2,Gold
2017-11-26,Mine Y,Refinery 2,Air Transport,1,Gold
2021-08-08,Mine X,Refinery 1,Armored Truck,6,Gold
2018-04-08,Mine X,Refinery 1,Air Transport,8,Gold
2022-01-02,Mine X,Refinery 2,Air Transport,9,Gold
2020-02-09,Mine X,Refinery 2,Air Transport,2,Gold
2019-11-10,Mine X,Refinery 1,Armored Truck,5,Gold
2017-09-10,Mine X,Refinery 1,Armored Truck,2,Gold
2017-09-24,Mine Y,Refinery 2,Armored Truck,3,Gold
2020-05-10,Mine X,Refinery 2,Air Transport,5,Gold
2018-07-08,Mine X,Refinery 2,Armored Truck,5,Gold
2022-06-19,Mine X,Refinery 2,Air Transport,7,Gold
2017-05-14,Mine Y,Refinery 2,Air Transport,4,Gold
2018-07-22,Mine X,Refinery 1,Armored Truck,7,Gold
2019-05-05,Mine X,Refinery 2,Air Transport,6,Gold
2019-06-30,Mine Y,Refinery 2,Air Transport,5,Gold
2017-10-22,Mine Y,Refinery 1,Armored Truck,1,Gold
2019-02-17,Mine Y,Refinery 2,Armored Truck,5,Gold
2018-12-02,Mine X,Refinery 1,Air Transport,6,Gold
2018-12-16,Mine Y,Refinery 1,Armored Truck,6,Gold
2021-09-26,Mine Y,Refinery 2,Armored Truck,2,Gold
2021-01-17,Mine Y,Refinery 1,Armored Truck,4,Gold
2019-07-28,Mine X,Refinery 1,Air Transport,5,Gold
2020-02-09,Mine Y,Refinery 1,Air Transport,8,Gold
2020-08-09,Mine X,Refinery 1,Armored Truck,5,Gold
2022-07-24,Mine Y,Refinery 2,Armored Truck,6,Gold
2017-05-28,Mine X,Refinery 2,Air Transport,2,Gold
2017-08-13,Mine Y,Refinery 1,Armored Truck,8,Gold
2019-10-27,Mine X,Refinery 2,Air Transport,6,Gold
2018-07-01,Mine Y,Refinery 1,Air Transport,3,Gold
2018-12-02,Mine X,Refinery 2,Air Transport,7,Gold
2018-03-11,Mine Y,Refinery 2,Air Transport,1,Gold
2021-04-04,Mine X,Refinery 1,Air Transport,9,Gold
2021-10-03,Mine X,Refinery 1,Air Transport,8,Gold
2021-01-03,Mine X,Refinery 2,Air Transport,5,Gold
2020-04-19,Mine Y,Refinery 1,Armored Truck,6,Gold
2020-03-15,Mine Y,Refinery 2,Armored Truck,5,Gold
2021-05-30,Mine Y,Refinery 1,Armored Truck,8,Gold
2018-02-18,Mine Y,Refinery 2,Armored Truck,7,Gold
2020-11-29,Mine X,Refinery 1,Armored Truck,7,Gold
2020-05-17,Mine X,Refinery 1,Air Transport,8,Gold
2018-11-04,Mine X,Refinery 2,Air Transport,6,Gold
2017-06-25,Mine X,Refinery 1,Armored Truck,6,Gold
2018-12-23,Mine Y,Refinery 2,Air Transport,1,Gold
2021-04-04,Mine X,Refinery 1,Air Transport,1,Gold
2019-07-07,Mine Y,Refinery 2,Armored Truck,2,Gold
2022-10-16,Mine X,Refinery 2,Air Transport,3,Gold
2018-12-09,Mine X,Refinery 1,Armored Truck,7,Gold
2018-07-08,Mine Y,Refinery 2,Air Transport,6,Gold
2019-12-22,Mine X,Refinery 1,Armored Truck,5,Gold
2019-07-28,Mine Y,Refinery 1,Armored Truck,7,Gold
2018-09-16,Mine X,Refinery 2,Air Transport,5,Gold
2018-06-10,Mine Y,Refinery 1,Armored Truck,8,Gold
2018-01-14,Mine X,Refinery 1,Air Transport,4,Gold
2017-05-21,Mine X,Refinery 1,Air Transport,3,Gold
2018-06-10,Mine X,Refinery 1,Armored Truck,9,Gold
2019-02-24,Mine Y,Refinery 2,Air Transport,6,Gold
2019-05-26,Mine Y,Refinery 1,Armored Truck,6,Gold
2019-06-30,Mine X,Refinery 2,Armored Truck,3,Gold
2020-09-20,Mine Y,Refinery 1,Air Transport,3,Gold
2019-09-01,Mine X,Refinery 2,Armored Truck,6,Gold
2021-02-21,Mine X,Refinery 2,Armored Truck,1,Gold
2018-06-17,Mine Y,Refinery 2,Air Transport,8,Gold
2019-07-28,Mine Y,Refinery 1,Armored Truck,3,Gold
2022-08-07,Mine X,Refinery 2,Air Transport,2,Gold
2020-07-12,Mine Y,Refinery 2,Armored Truck,1,Gold
2021-06-13,Mine Y,Refinery 1,Armored Truck,5,Gold
2019-07-21,Mine Y,Refinery 1,Armored Truck,7,Gold
2019-08-25,Mine Y,Refinery 1,Air Transport,9,Gold
2019-11-24,Mine Y,Refinery 2,Air Transport,1,Gold
2019-06-02,Mine Y,Refinery 1,Armored Truck,8,Gold
2020-12-13,Mine Y,Refinery 2,Air Transport,9,Gold
2018-12-23,Mine Y,Refinery 2,Armored Truck,7,Gold
2020-11-15,Mine Y,Refinery 2,Air Transport,4,Gold
2018-03-25,Mine X,Refinery 2,Armored Truck,2,Gold
2021-07-04,Mine X,Refinery 2,Air Transport,8,Gold
2021-05-02,Mine X,Refinery 1,Air Transport,2,Gold
2019-11-10,Mine X,Refinery 2,Air Transport,2,Gold
2019-04-21,Mine X,Refinery 1,Air Transport,3,Gold
2017-03-05,Mine Y,Refinery 2,Air Transport,1,Gold
2019-07-28,Mine X,Refinery 1,Armored Truck,4,Gold
2017-03-05,Mine X,Refinery 2,Air Transport,4,Gold
2019-05-26,Mine Y,Refinery 1,Air Transport,3,Gold
2021-04-18,Mine X,Refinery 2,Air Transport,7,Gold
2021-01-03,Mine Y,Refinery 1,Armored Truck,6,Gold
2017-08-13,Mine X,Refinery 1,Armored Truck,2,Gold
2018-03-04,Mine Y,Refinery 1,Air Transport,9,Gold
2022-08-14,Mine Y,Refinery 2,Air Transport,9,Gold
2020-03-01,Mine Y,Refinery 2,Air Transport,6,Gold
2021-01-03,Mine X,Refinery 1,Armored Truck,7,Gold
2021-11-14,Mine Y,Refinery 1,Air Transport,3,Gold
2020-06-28,Mine Y,Refinery 2,Armored Truck,9,Gold
2020-04-12,Mine X,Refinery 1,Air Transport,9,Gold
2021-11-21,Mine Y,Refinery 2,Armored Truck,8,Gold
2022-04-24,Mine Y,Refinery 1,Armored Truck,7,Gold
2018-12-16,Mine X,Refinery 1,Air Transport,6,Gold
2021-09-19,Mine X,Refinery 2,Armored Truck,3,Gold
2019-01-13,Mine Y,Refinery 2,Armored Truck,3,Gold
2018-03-04,Mine Y,Refinery 2,Air Transport,1,Gold
2019-01-27,Mine Y,Refinery 1,Air Transport,8,Gold
2017-07-30,Mine Y,Refinery 2,Armored Truck,6,Gold
2020-11-15,Mine X,Refinery 2,Armored Truck,5,Gold
2020-11-08,Mine X,Refinery 2,Air Transport,6,Gold
2019-01-06,Mine Y,Refinery 1,Armored Truck,6,Gold
2021-01-10,Mine X,Refinery 2,Armored Truck,3,Gold
2017-06-11,Mine X,Refinery 1,Air Transport,4,Gold
2018-08-12,Mine Y,Refinery 2,Air Transport,2,Gold
2021-11-28,Mine Y,Refinery 1,Air Transport,1,Gold
2022-10-16,Mine Y,Refinery 1,Air Transport,3,Gold
2017-09-24,Mine Y,Refinery 2,Air Transport,2,Gold
2020-05-31,Mine Y,Refinery 2,Air Transport,4,Gold
2020-08-16,Mine X,Refinery 2,Air Transport,2,Gold
2018-08-19,Mine X,Refinery 2,Armored Truck,6,Gold
2020-08-30,Mine Y,Refinery 2,Air Transport,8,Gold
2017-12-10,Mine X,Refinery 2,Air Transport,2,Gold
2022-09-18,Mine Y,Refinery 2,Air Transport,8,Gold
2022-01-23,Mine X,Refinery 2,Air Transport,3,Gold
2022-12-25,Mine Y,Refinery 2,Air Transport,1,Gold
2022-06-19,Mine Y,Refinery 2,Air Transport,8,Gold
2017-03-19,Mine X,Refinery 2,Air Transport,1,Gold
2017-05-28,Mine X,Refinery 1,Armored Truck,7,Gold
2019-12-29,Mine X,Refinery 2,Armored Truck,1,Gold
2020-05-10,Mine X,Refinery 1,Air Transport,7,Gold
2022-07-10,Mine Y,Refinery 2,Armored Truck,7,Gold
2022-05-22,Mine Y,Refinery 1,Armored Truck,1,Gold
2018-05-20,Mine X,Refinery 1,Armored Truck,4,Gold
2022-10-09,Mine X,Refinery 1,Armored Truck,8,Gold
2017-07-16,Mine X,Refinery 2,Armored Truck,3,Gold
2022-03-20,Mine X,Refinery 1,Armored Truck,6,Gold
2020-02-23,Mine X,Refinery 1,Air Transport,3,Gold
2022-11-13,Mine Y,Refinery 1,Air Transport,9,Gold
2018-03-04,Mine Y,Refinery 2,Armored Truck,2,Gold
2019-12-29,Mine Y,Refinery 2,Air Transport,5,Gold
2017-09-24,Mine X,Refinery 1,Air Transport,7,Gold
2017-06-25,Mine X,Refinery 2,Air Transport,1,Gold
2021-09-19,Mine X,Refinery 1,Armored Truck,1,Gold
2019-12-01,Mine X,Refinery 2,Air Transport,2,Gold
2021-03-14,Mine X,Refinery 1,Armored Truck,6,Gold
2017-10-15,Mine X,Refinery 2,Armored Truck,3,Gold
2017-08-06,Mine X,Refinery 1,Armored Truck,1,Gold
2020-10-25,Mine Y,Refinery 2,Air Transport,1,Gold
2022-04-10,Mine X,Refinery 1,Armored Truck,8,Gold
2021-02-07,Mine X,Refinery 2,Air Transport,5,Gold
2017-08-27,Mine Y,Refinery 1,Armored Truck,3,Gold
2020-11-22,Mine X,Refinery 1,Air Transport,9,Gold
2017-04-23,Mine Y,Refinery 1,Air Transport,1,Gold
2021-10-17,Mine X,Refinery 1,Armored Truck,4,Gold
2022-05-01,Mine X,Refinery 1,Air Transport,1,Gold
2018-10-07,Mine Y,Refinery 1,Air Transport,2,Gold
2017-11-05,Mine X,Refinery 2,Air Transport,8,Gold
2020-10-04,Mine Y,Refinery 1,Air Transport,6,Gold
2017-11-05,Mine X,Refinery 1,Air Transport,9,Gold
2021-05-23,Mine X,Refinery 2,Air Transport,2,Gold
2019-05-12,Mine X,Refinery 2,Armored Truck,2,Gold
2020-10-25,Mine X,Refinery 2,Armored Truck,2,Gold
2018-02-18,Mine Y,Refinery 1,Air Transport,4,Gold
2017-01-01,Mine X,Refinery 1,Air Transport,9,Gold
2017-04-16,Mine X,Refinery 1,Armored Truck,2,Gold
2019-05-19,Mine X,Refinery 2,Air Transport,1,Gold
2017-07-09,Mine X,Refinery 1,Air Transport,2,Gold
2017-09-03,Mine Y,Refinery 2,Armored Truck,6,Gold
2017-02-05,Mine Y,Refinery 1,Armored Truck,5,Gold
2019-09-15,Mine X,Refinery 1,Air Transport,2,Gold
2022-06-19,Mine X,Refinery 2,Air Transport,4,Gold
2021-07-04,Mine Y,Refinery 1,Air Transport,7,Gold
2017-01-29,Mine Y,Refinery 1,Armored Truck,7,Gold
2017-02-12,Mine X,Refinery 1,Air Transport,8,Gold
2020-03-08,Mine X,Refinery 2,Armored Truck,8,Gold
2022-12-04,Mine Y,Refinery 2,Air Transport,5,Gold
2020-05-31,Mine Y,Refinery 2,Armored Truck,9,Gold
2017-10-08,Mine X,Refinery 2,Air Transport,1,Gold
2020-05-03,Mine Y,Refinery 2,Air Transport,7,Gold
2020-11-29,Mine Y,Refinery 2,Armored Truck,8,Gold
2018-02-18,Mine X,Refinery 2,Armored Truck,8,Gold
2018-03-04,Mine Y,Refinery 1,Armored Truck,6,Gold
2017-05-14,Mine X,Refinery 2,Air Transport,2,Gold
2019-03-03,Mine Y,Refinery 2,Armored Truck,7,Gold
2017-08-06,Mine Y,Refinery 1,Air Transport,4,Gold
2022-08-28,Mine Y,Refinery 2,Air Transport,8,Gold
2017-04-23,Mine X,Refinery 1,Armored Truck,4,Gold
2020-01-26,Mine Y,Refinery 2,Air Transport,2,Gold
2022-12-25,Mine X,Refinery 2,Air Transport,2,Gold
2017-01-29,Mine X,Refinery 2,Air Transport,3,Gold
2017-10-01,Mine Y,Refinery 1,Air Transport,2,Gold
2021-07-25,Mine X,Refinery 2,Armored Truck,2,Gold
2017-04-09,Mine X,Refinery 1,Armored Truck,2,Gold
2018-04-15,Mine Y,Refinery 2,Air Transport,4,Gold
2017-04-02,Mine X,Refinery 1,Air Transport,3,Gold
2019-10-27,Mine Y,Refinery 1,Armored Truck,2,Gold
2022-07-03,Mine X,Refinery 2,Armored Truck,3,Gold
2018-04-22,Mine X,Refinery 2,Armored Truck,2,Gold
2022-02-06,Mine Y,Refinery 1,Armored Truck,4,Gold
2019-04-21,Mine Y,Refinery 1,Air Transport,8,Gold
2018-04-29,Mine Y,Refinery 1,Armored Truck,7,Gold
2017-05-21,Mine Y,Refinery 1,Air Transport,6,Gold
2020-12-27,Mine Y,Refinery 2,Air Transport,3,Gold
2020-07-19,Mine Y,Refinery 1,Armored Truck,9,Gold
2020-06-14,Mine Y,Refinery 1,Armored Truck,2,Gold
2017-04-02,Mine Y,Refinery 1,Armored Truck,2,Gold
2022-10-02,Mine Y,Refinery 1,Air Transport,2,Gold
2019-04-21,Mine Y,Refinery 2,Air Transport,3,Gold
2021-11-28,Mine X,Refinery 1,Armored Truck,5,Gold
2020-06-21,Mine Y,Refinery 2,Armored Truck,8,Gold
2019-01-20,Mine Y,Refinery 2,Armored Truck,2,Gold
2017-08-20,Mine Y,Refinery 1,Armored Truck,2,Gold
2017-08-13,Mine Y,Refinery 2,Air Transport,7,Gold
2020-03-15,Mine X,Refinery 2,Air Transport,8,Gold
2017-07-02,Mine X,Refinery 2,Armored Truck,4,Gold
2022-03-13,Mine X,Refinery 1,Air Transport,4,Gold
2022-08-07,Mine Y,Refinery 1,Air Transport,2,Gold
2020-08-02,Mine Y,Refinery 1,Air Transport,5,Gold
2017-10-22,Mine X,Refinery 1,Air Transport,2,Gold
2017-10-01,Mine Y,Refinery 2,Armored Truck,3,Gold
2022-09-25,Mine X,Refinery 1,Armored Truck,6,Gold
2018-03-18,Mine Y,Refinery 1,Air Transport,9,Gold
2020-07-19,Mine Y,Refinery 2,Armored Truck,9,Gold
2019-07-14,Mine Y,Refinery 1,Air Transport,6,Gold
2018-03-18,Mine Y,Refinery 2,Armored Truck,3,Gold
2021-12-19,Mine Y,Refinery 2,Armored Truck,2,Gold
2018-10-07,Mine Y,Refinery 1,Armored Truck,4,Gold
2017-09-03,Mine Y,Refinery 1,Air Transport,4,Gold
2021-02-14,Mine X,Refinery 2,Armored Truck,4,Gold
2020-05-24,Mine Y,Refinery 2,Air Transport,6,Gold
2020-02-23,Mine Y,Refinery 2,Air Transport,4,Gold
2020-01-26,Mine Y,Refinery 1,Armored Truck,1,Gold
2019-05-26,Mine X,Refinery 1,Air Transport,9,Gold
2020-08-02,Mine X,Refinery 1,Air Transport,4,Gold
2017-08-20,Mine X,Refinery 1,Air Transport,4,Gold
2020-10-18,Mine Y,Refinery 1,Air Transport,2,Gold
2020-12-13,Mine X,Refinery 2,Air Transport,9,Gold
2021-04-04,Mine Y,Refinery 2,Air Transport,3,Gold
2018-05-27,Mine Y,Refinery 1,Armored Truck,5,Gold
2021-06-06,Mine Y,Refinery 1,Armored Truck,2,Gold
2022-08-14,Mine X,Refinery 1,Air Transport,7,Gold
2017-10-15,Mine Y,Refinery 1,Air Transport,7,Gold
2017-07-02,Mine Y,Refinery 2,Armored Truck,5,Gold
2017-11-12,Mine X,Refinery 1,Armored Truck,6,Gold
2017-01-22,Mine Y,Refinery 1,Armored Truck,2,Gold
2021-05-16,Mine X,Refinery 2,Air Transport,7,Gold
2021-03-07,Mine Y,Refinery 1,Armored Truck,3,Gold
2018-07-08,Mine Y,Refinery 1,Air Transport,7,Gold
2017-11-26,Mine X,Refinery 1,Air Transport,3,Gold
2021-04-11,Mine Y,Refinery 1,Armored Truck,6,Gold
2022-07-10,Mine Y,Refinery 2,Armored Truck,1,Gold
2017-07-30,Mine X,Refinery 2,Armored Truck,8,Gold
2019-08-04,Mine Y,Refinery 1,Armored Truck,9,Gold
2021-08-22,Mine X,Refinery 2,Air Transport,1,Gold
2019-06-16,Mine X,Refinery 1,Armored Truck,9,Gold
2020-02-02,Mine Y,Refinery 2,Air Transport,7,Gold
2019-05-19,Mine X,Refinery 2,Air Transport,8,Gold
2019-10-13,Mine Y,Refinery 1,Armored Truck,2,Gold
2021-08-29,Mine Y,Refinery 1,Armored Truck,3,Gold
2022-09-25,Mine X,Refinery 2,Armored Truck,9,Gold
2017-09-17,Mine X,Refinery 1,Air Transport,6,Gold
2022-11-13,Mine X,Refinery 1,Armored Truck,3,Gold
2017-11-26,Mine X,Refinery 2,Air Transport,3,Gold
2017-12-31,Mine X,Refinery 2,Air Transport,3,Gold
2022-03-20,Mine X,Refinery 1,Armored Truck,5,Gold
2022-08-07,Mine X,Refinery 1,Armored Truck,6,Gold
2018-04-08,Mine X,Refinery 1,Air Transport,7,Gold
2021-04-18,Mine X,Refinery 1,Armored Truck,7,Gold
2017-12-03,Mine Y,Refinery 1,Armored Truck,8,Gold
2022-07-03,Mine Y,Refinery 1,Air Transport,6,Gold
2017-03-05,Mine Y,Refinery 1,Armored Truck,6,Gold
2017-11-05,Mine X,Refinery 1,Armored Truck,5,Gold
2018-08-26,Mine Y,Refinery 1,Air Transport,1,Gold
2018-03-04,Mine Y,Refinery 2,Armored Truck,6,Gold
2020-09-13,Mine X,Refinery 1,Armored Truck,4,Gold
2020-10-25,Mine Y,Refinery 1,Armored Truck,2,Gold
2017-01-01,Mine X,Refinery 2,Air Transport,4,Gold
2017-07-23,Mine Y,Refinery 2,Armored Truck,1,Gold
